Time stressX 
0 0.40763371810845667
24 -0.07652681944873047
48 -0.0870829154622368
72 -0.04570345250835747
96 -0.03501890016495648
120 -0.03843462765895274
144 -0.05813680777033395
168 -0.04857091979997671
192 -0.0617242416629559
216 -0.041962250066360667
240 -0.05491957564005164
264 -0.05010956911591836
288 -0.04390719284040236
312 -0.056868323255971395
336 -0.051831437206277094
360 -0.06592620341662823
384 -0.06781776292447828
408 -0.04217190248170042
432 -0.05486873698253796
456 -0.05054778536401374
480 -0.056720227053099787
504 -0.04460097775909006
528 -0.045091551557113446
552 -0.05104790218868259
576 -0.04837323471344897
600 -0.050518547340346574
624 -0.051098284047244
648 -0.05532261142530442
672 -0.05521270904117711
696 -0.06584199419677023
720 -0.04573247262969112
744 -0.04833288806429435
768 -0.06282379711886793
792 -0.04603985985572266
816 -0.051801464918230164
840 -0.06058917787310695
864 -0.051644446645336406
888 -0.05817048262224541
912 -0.03270008162553565
936 -0.05253212373345214
960 -0.07231660399370404
984 -0.05738760760100015
1008 -0.05745593717185176
1032 -0.06745194168582819
1056 -0.059434090423607686
1080 -0.05022447381649149
1104 -0.04016472266677861
1128 -0.05675641349283863
1152 -0.05759920109861583
1176 -0.050540259223066215
1200 -0.02800876588173954
1224 -0.04584222009800824
1248 -0.054006012658484745
1272 -0.04143049578142035
1296 -0.06478202266398647
1320 -0.05955007216093029
1344 -0.053900145965181154
1368 -0.04649729279139601
1392 -0.05918871218827605
1416 -0.045203209099274465
1440 -0.04843228832156463
1464 -0.04957886503696984
1488 -0.05386075397630459
1512 -0.053985219589256894
1536 -0.05998228902903694
1560 -0.051315461718256426
1584 -0.04397411674051547
1608 -0.05569723175470593
1632 -0.05917439506696668
1656 -0.04104888161198732
1680 -0.06684444338461099
1704 -0.0490003270108501
1728 -0.04478051676906789
1752 -0.05568074708570527
1776 -0.06376435946499052
1800 -0.05974287051884284
1824 -0.045691256023098724
1848 -0.045762244694779665
1872 -0.052949731757394446
1896 -0.04308817794197366
1920 -0.06884092143778356
1944 -0.05826907477090288
1968 -0.04396543468326842
1992 -0.05245399808788637
2016 -0.05518821513045927
2040 -0.06352682817347297
2064 -0.042283701637020076
2088 -0.03800693021870293
2112 -0.0506142056409956
2136 -0.051107080879701484
2160 -0.05166087448141819
2184 -0.04571171755119259
2208 -0.04731037325913923
2232 -0.05398917613423754
2256 -0.04106859167495356
2280 -0.045880230408447846
2304 -0.03763466215331124
2328 -0.04909874736539027
2352 -0.05972248982326948
2376 -0.047679859332840815
2400 -0.04751942221263894
2424 -0.06521705619474492
2448 -0.04698817616963195
2472 -0.04386566064840631
2496 -0.04142354344973649
2520 -0.05056263440609476
2544 -0.03069423938502063
2568 -0.042567471026945136
2592 -0.0532295156242411
2616 -0.052131278457152805
2640 -0.056093510600216306
2664 -0.04724381117579343
2688 -0.06009384427452918
2712 -0.054020867074588835
2736 -0.04320825093147066
2760 -0.06303607970282875
2784 -0.07256983962214211
2808 -0.057986562412926435
2832 -0.0495567940368039
2856 -0.04689850146296403
2880 -0.03393920963378577
2904 -0.05118101973449578
2928 -0.054962255593267846
2952 -0.06347528956948892
2976 -0.04621295696700997
3000 -0.05650194022071073
3024 -0.057661383108541374
3048 -0.03796265839717822
3072 -0.05178720422737859
3096 -0.04867554788221067
3120 -0.05546299048925993
3144 -0.05502787287580493
3168 -0.0369845664333226
3192 -0.07178255033947825
3216 -0.04798104554278674
3240 -0.04476505903127704
3264 -0.06310063059452059
3288 -0.04760602301567684
3312 -0.04860250727737146
3336 -0.05268905228112707
3360 -0.05943043050935057
3384 -0.04971529467166398
3408 -0.049738944960113225
3432 -0.05668223647590665
3456 -0.04606865263915373
3480 -0.04234048007177909
3504 -0.05485824619723615
3528 -0.05461150980323633
3552 -0.051983394593338964
3576 -0.05570445703946579
3600 -0.04891972332264614
3624 -0.03926937934686695
3648 -0.055553558484794596
3672 -0.05540238744161431
3696 -0.048285834426508904
3720 -0.05751209393318661
3744 -0.05088250592459891
3768 -0.05299949774059047
3792 -0.04713184825042232
3816 -0.05993750990454781
3840 -0.04703181547028563
3864 -0.059885910223156466
3888 -0.046750556534565293
3912 -0.05722426759757119
3936 -0.06113758941008178
3960 -0.03857509021147368
3984 -0.0375872043232477
4008 -0.047868870705192273
4032 -0.05644350172634674
4056 -0.05122758758764792
4080 -0.0635805137473087
4104 -0.0466857232579966
4128 -0.06161160429109493
4152 -0.057345104962778726
