Time AvMSq AvMSqStd 
0 0.3502232548004936 0.0
1 0.3509975284241573 0.0
2 0.34725153661471087 0.0
3 0.3463986156614477 0.0
4 0.3469522384137442 0.0
5 0.34596798947295454 0.0
6 0.3474091837104368 0.0
7 0.34700472126190995 0.0
8 0.34735522142508246 0.0
9 0.34353811624019415 0.0
10 0.3499332118557386 0.0
11 0.3452017142359691 0.0
12 0.3503612362272806 0.0
13 0.3480437822237706 0.0
14 0.35106868628954047 0.0
15 0.34231279588728325 0.0
16 0.35010269479274075 0.0
17 0.3500431044764895 0.0
18 0.348620467890524 0.0
19 0.345313809036383 0.0
20 0.3471396779564368 0.0
21 0.3486756767833331 0.0
22 0.34829424036778917 0.0
23 0.34521759652406336 0.0
24 0.34841430503986587 0.0
25 0.3483640389712239 0.0
26 0.3504997518632273 0.0
27 0.3497933884830632 0.0
28 0.3480913136844125 0.0
29 0.3502171544834901 0.0
30 0.3469785406604373 0.0
31 0.3459845070794687 0.0
32 0.34581835752133344 0.0
33 0.35126992268443974 0.0
34 0.34335187890956365 0.0
35 0.34983327673542985 0.0
36 0.3420742690138492 0.0
37 0.348403729519713 0.0
38 0.34492747163664966 0.0
39 0.35101050809837875 0.0
40 0.3467026021865141 0.0
41 0.34817536163447815 0.0
42 0.346986697620389 0.0
43 0.34942734792597424 0.0
44 0.35067895507929375 0.0
45 0.3522444111752855 0.0
46 0.3516158608311524 0.0
47 0.3478941278669729 0.0
48 0.3511096024384885 0.0
49 0.3547533909618843 0.0
50 0.3592267990577142 0.0
51 0.35373655723046454 0.0
52 0.35731164859690656 0.0
53 0.3582611699195329 0.0
54 0.3595259155913335 0.0
55 0.3587800617695999 0.0
56 0.3586037498361916 0.0
57 0.3579369359476555 0.0
58 0.3582429098147801 0.0
59 0.3562239349280729 0.0
60 0.3554292135456987 0.0
61 0.35955876934570835 0.0
62 0.35592432740941526 0.0
63 0.3578500055511539 0.0
64 0.3565213611571474 0.0
65 0.3577380049633807 0.0
66 0.35906805803471903 0.0
67 0.3595342977799319 0.0
68 0.3621067835314156 0.0
69 0.3599991866803271 0.0
70 0.35952112784238005 0.0
71 0.3609882398534694 0.0
72 0.3599382126650481 0.0
73 0.35969371964608055 0.0
74 0.36111832362431145 0.0
75 0.3586325119579027 0.0
76 0.36055312353752467 0.0
77 0.35876670509653047 0.0
78 0.3590678605573023 0.0
79 0.36290251194156803 0.0
80 0.36266600957769995 0.0
81 0.36429766027477795 0.0
82 0.36521870894908876 0.0
83 0.3592328811577221 0.0
84 0.362108140393991 0.0
85 0.3618899003676347 0.0
86 0.36229365898296134 0.0
87 0.36124521117983965 0.0
88 0.36062677274474825 0.0
89 0.3618689890980939 0.0
90 0.36568735589619195 0.0
91 0.36370199571884737 0.0
92 0.3600611816333619 0.0
93 0.36163480161858585 0.0
94 0.3637687688217835 0.0
95 0.3673192439442448 0.0
96 0.3643402380308068 0.0
97 0.3693866831461114 0.0
98 0.3655423892996765 0.0
99 0.36519552334194916 0.0
100 0.3645082949965975 0.0
101 0.36853315315899937 0.0
102 0.36725015723069143 0.0
103 0.3673593434931248 0.0
104 0.3675641335489285 0.0
105 0.36476181908919797 0.0
106 0.3602067260873249 0.0
107 0.3631497853017859 0.0
108 0.36296971303539055 0.0
109 0.3610247745455557 0.0
110 0.366750673253424 0.0
111 0.36766379281972406 0.0
112 0.3630716456643701 0.0
113 0.36546986125778164 0.0
114 0.3678174796701528 0.0
115 0.3641360625781233 0.0
116 0.36575126382868695 0.0
117 0.366024874127045 0.0
118 0.3640668733153952 0.0
119 0.3620131279586876 0.0
120 0.3667614761363244 0.0
121 0.3632040738769027 0.0
122 0.3667021188174207 0.0
123 0.3657619714646247 0.0
124 0.36639135562089253 0.0
125 0.3657464079130632 0.0
126 0.36608438045600855 0.0
127 0.36080107238774733 0.0
128 0.36623932592368563 0.0
129 0.36410810283342915 0.0
130 0.3618043760723058 0.0
131 0.36300062303426095 0.0
132 0.3619021095252269 0.0
133 0.35719633126970707 0.0
134 0.3594777008722384 0.0
135 0.3645226563880574 0.0
136 0.364809240989008 0.0
137 0.3654868767284547 0.0
138 0.36584861791880097 0.0
139 0.3610723440596941 0.0
140 0.36148196866507404 0.0
141 0.36470369016402826 0.0
142 0.3671369184527524 0.0
143 0.36934109086834954 0.0
144 0.36500751177100205 0.0
145 0.36732284276604227 0.0
146 0.3642232541068705 0.0
147 0.3638599126228257 0.0
148 0.36369986759417633 0.0
149 0.3635463916428559 0.0
150 0.36389106258316584 0.0
151 0.3663507707170016 0.0
152 0.364512189289561 0.0
153 0.3616644113958295 0.0
154 0.36606188961210934 0.0
155 0.3640909240930782 0.0
156 0.36013842113057054 0.0
157 0.35903528419421854 0.0
158 0.3607688133309577 0.0
159 0.3611341828736151 0.0
160 0.3611314816128081 0.0
161 0.3626517220107641 0.0
162 0.3609603085276315 0.0
163 0.36395396942734687 0.0
164 0.36044296103239576 0.0
165 0.3617782220749007 0.0
166 0.3662970893552978 0.0
167 0.36237721084812663 0.0
168 0.36196910393287385 0.0
169 0.3609550330725926 0.0
170 0.3606863611566714 0.0
171 0.36077961037636574 0.0
172 0.36441943022318635 0.0
173 0.3635498324346999 0.0
174 0.36607884759238063 0.0
175 0.3655924263863214 0.0
176 0.36356556749084556 0.0
177 0.3625577732563526 0.0
178 0.3628601022924875 0.0
179 0.36642742030214703 0.0
180 0.36202479557405237 0.0
181 0.36591812057039325 0.0
182 0.3648155502627797 0.0
183 0.36913017769906153 0.0
184 0.3680953964376716 0.0
185 0.36647356409719867 0.0
186 0.36475611701035404 0.0
187 0.36453142729867416 0.0
188 0.3646818578090621 0.0
189 0.3600560896997817 0.0
190 0.36287640909212626 0.0
191 0.3652115928490485 0.0
192 0.36749902229619424 0.0
193 0.3617839599855214 0.0
194 0.36490950613093753 0.0
195 0.36264281087775696 0.0
196 0.3599293767768324 0.0
197 0.3652229306024077 0.0
198 0.36530333702327245 0.0
199 0.3643566574232666 0.0
200 0.36325740507586834 0.0
201 0.3661192167094366 0.0
202 0.36449227425670466 0.0
203 0.3656006300241689 0.0
204 0.3673061418814045 0.0
205 0.3667224202281635 0.0
206 0.3660777642799914 0.0
207 0.36864948434495054 0.0
208 0.3659598643925346 0.0
209 0.3691784255983365 0.0
210 0.3706839896260663 0.0
211 0.36601655978086894 0.0
212 0.3644029611902406 0.0
213 0.36561377315558674 0.0
214 0.3646695327983277 0.0
215 0.36424333585626095 0.0
216 0.36338598969135777 0.0
217 0.36551390152900304 0.0
218 0.36157453466666406 0.0
219 0.36437112082536827 0.0
220 0.3634558707418622 0.0
221 0.36263872989079826 0.0
222 0.3625581211333838 0.0
223 0.3661767436381133 0.0
224 0.36544897521677533 0.0
225 0.3661647848758322 0.0
226 0.36577253879109595 0.0
227 0.36464678478411316 0.0
228 0.3640817608229563 0.0
229 0.3642900838387916 0.0
230 0.3633587751036788 0.0
231 0.3631623903877333 0.0
232 0.36584845119762593 0.0
233 0.3669949341778883 0.0
234 0.3638340144164937 0.0
235 0.36656978690509284 0.0
236 0.36755521257497037 0.0
237 0.36949593379620127 0.0
238 0.3670823140806212 0.0
239 0.3654895152304847 0.0
240 0.365553612218307 0.0
241 0.3649654734532644 0.0
242 0.36743176150127005 0.0
243 0.3673682677108629 0.0
244 0.36600227876848523 0.0
245 0.36374177392797463 0.0
246 0.3653946869969631 0.0
247 0.36824897067693274 0.0
248 0.3673875161035836 0.0
249 0.3644606643018131 0.0
250 0.3670652074205507 0.0
251 0.38195149747803686 0.0
252 0.38811141705491636 0.0
253 0.39600128153796227 0.0
254 0.4070044532755619 0.0
255 0.41069162354519473 0.0
256 0.41835283464208123 0.0
257 0.4275136742854445 0.0
258 0.43392795867351913 0.0
259 0.4405193855232428 0.0
260 0.44650124748660813 0.0
261 0.44961505513549327 0.0
262 0.45841281619060975 0.0
263 0.4682598203522854 0.0
264 0.47121739390218004 0.0
265 0.4755791609578635 0.0
266 0.48165076510181015 0.0
267 0.4926689827404599 0.0
268 0.49199542196732743 0.0
269 0.5020290968586157 0.0
270 0.5078300978550011 0.0
271 0.51352800787549 0.0
272 0.5189859384819483 0.0
273 0.5224981929364036 0.0
274 0.5300735630407526 0.0
275 0.5350736409580975 0.0
276 0.5431095581585754 0.0
277 0.5500106449392239 0.0
278 0.552977169890547 0.0
279 0.5597509931223192 0.0
280 0.5595030407340897 0.0
281 0.5660069461972684 0.0
282 0.5672438480479084 0.0
283 0.5766459711483274 0.0
284 0.5781076618509056 0.0
285 0.5839203832782368 0.0
286 0.5866367000819055 0.0
287 0.5899083185195475 0.0
288 0.5952075788250043 0.0
289 0.5978089939266106 0.0
290 0.6025290014262898 0.0
291 0.6034966697855745 0.0
292 0.6050026383004622 0.0
293 0.6052362527761541 0.0
294 0.6009769023867698 0.0
295 0.600280593059029 0.0
296 0.6016941572840521 0.0
297 0.6017562320263442 0.0
298 0.6008569839720489 0.0
299 0.5975184664035859 0.0
300 0.5951163529861093 0.0
301 0.5972968650412367 0.0
302 0.5979861607499947 0.0
303 0.5987901227554406 0.0
304 0.5949097899574429 0.0
305 0.5949289408418921 0.0
306 0.5952839643675293 0.0
307 0.5960418880210567 0.0
308 0.5954668322739989 0.0
309 0.5956338155488108 0.0
310 0.5963712862646561 0.0
311 0.5941940848114272 0.0
312 0.5968744616299207 0.0
313 0.5941986012104233 0.0
314 0.5928812175515731 0.0
315 0.5936834003347803 0.0
316 0.5948053123067145 0.0
