file_name,median_order_parameter
NoStretch0000300000Seed1_stretchCount0_sigma2.5.tif,0.00889233747627516
NoStretch0000304800Seed1_stretchCount0_sigma2.5.tif,-0.131161846484968
NoStretch0000309600Seed1_stretchCount0_sigma2.5.tif,0.0056608723963395
NoStretch0000314400Seed1_stretchCount0_sigma2.5.tif,-0.03964005893963
NoStretch0000319200Seed1_stretchCount0_sigma2.5.tif,-0.0406328820921772
NoStretch0000324000Seed1_stretchCount0_sigma2.5.tif,-0.0152216085623934
NoStretch0000328800Seed1_stretchCount0_sigma2.5.tif,0.144626902093619
NoStretch0000333600Seed1_stretchCount0_sigma2.5.tif,-0.106092219712726
NoStretch0000338400Seed1_stretchCount0_sigma2.5.tif,0.0490998983748926
NoStretch0000343200Seed1_stretchCount0_sigma2.5.tif,-0.0405658394609322
NoStretch0000348000Seed1_stretchCount0_sigma2.5.tif,-0.153747408768825
NoStretch0000352800Seed1_stretchCount0_sigma2.5.tif,-0.0351520994775834
NoStretch0000357600Seed1_stretchCount0_sigma2.5.tif,-0.0157046348762415
NoStretch0000362400Seed1_stretchCount0_sigma2.5.tif,0.0871766678864284
NoStretch0000367200Seed1_stretchCount0_sigma2.5.tif,0.00540882009765947
NoStretch0000372000Seed1_stretchCount0_sigma2.5.tif,0.0737748990539727
NoStretch0000376800Seed1_stretchCount0_sigma2.5.tif,0.0347162413559438
NoStretch0000381600Seed1_stretchCount0_sigma2.5.tif,0.0530572007663461
NoStretch0000386400Seed1_stretchCount0_sigma2.5.tif,-0.204987591111215
NoStretch0000391200Seed1_stretchCount0_sigma2.5.tif,-0.212576396644947
NoStretch0000396000Seed1_stretchCount0_sigma2.5.tif,0.0240528151341398
NoStretch0000400800Seed1_stretchCount0_sigma2.5.tif,-0.0369695339231103
NoStretch0000405600Seed1_stretchCount0_sigma2.5.tif,-0.099532364088873
NoStretch0000410400Seed1_stretchCount0_sigma2.5.tif,0.0855360422366976
NoStretch0000415200Seed1_stretchCount0_sigma2.5.tif,-0.0879957896626657
NoStretch0000420000Seed1_stretchCount0_sigma2.5.tif,-0.0565372990104899
NoStretch0000424800Seed1_stretchCount0_sigma2.5.tif,-0.0561383395380275
NoStretch0000429600Seed1_stretchCount0_sigma2.5.tif,0.0445215416656373
NoStretch0000434400Seed1_stretchCount0_sigma2.5.tif,0.116802653960446
NoStretch0000439200Seed1_stretchCount0_sigma2.5.tif,-0.0370465429810934
NoStretch0000444000Seed1_stretchCount0_sigma2.5.tif,0.0240000833988251
NoStretch0000448800Seed1_stretchCount0_sigma2.5.tif,-0.086971464105445
NoStretch0000453600Seed1_stretchCount0_sigma2.5.tif,-0.110405512550306
NoStretch0000458400Seed1_stretchCount0_sigma2.5.tif,0.195378956273424
NoStretch0000463200Seed1_stretchCount0_sigma2.5.tif,0.110994155772768
NoStretch0000468000Seed1_stretchCount0_sigma2.5.tif,-0.102896946103671
NoStretch0000472800Seed1_stretchCount0_sigma2.5.tif,0.191629462936733
NoStretch0000477600Seed1_stretchCount0_sigma2.5.tif,-0.0364817272177258
NoStretch0000482400Seed1_stretchCount0_sigma2.5.tif,0.0785142578140241
NoStretch0000487200Seed1_stretchCount0_sigma2.5.tif,0.0546933579321658
NoStretch0000492000Seed1_stretchCount0_sigma2.5.tif,-0.00769512380820758
NoStretch0000496800Seed1_stretchCount0_sigma2.5.tif,-0.0408375046596027
NoStretch0000501600Seed1_stretchCount0_sigma2.5.tif,-0.0527350484159081
NoStretch0000506400Seed1_stretchCount0_sigma2.5.tif,-0.141924632432335
NoStretch0000511200Seed1_stretchCount0_sigma2.5.tif,-0.0298300518439343
NoStretch0000516000Seed1_stretchCount0_sigma2.5.tif,-0.0102496402354668
NoStretch0000520800Seed1_stretchCount0_sigma2.5.tif,-0.0068053017213735
NoStretch0000525600Seed1_stretchCount0_sigma2.5.tif,-0.0421927338114498
NoStretch0000530400Seed1_stretchCount0_sigma2.5.tif,0.0183936707522008
NoStretch0000535200Seed1_stretchCount0_sigma2.5.tif,-0.0285466702609811
NoStretch0000540000Seed1_stretchCount0_sigma2.5.tif,0.115336090887973
NoStretch0000544800Seed1_stretchCount0_sigma2.5.tif,-0.0540995385862242
NoStretch0000549600Seed1_stretchCount0_sigma2.5.tif,0.0342246729219767
NoStretch0000554400Seed1_stretchCount0_sigma2.5.tif,-0.0167963801494092
NoStretch0000559200Seed1_stretchCount0_sigma2.5.tif,-0.153532524738581
NoStretch0000564000Seed1_stretchCount0_sigma2.5.tif,-0.0269647045798171
NoStretch0000568800Seed1_stretchCount0_sigma2.5.tif,0.00665636313232987
NoStretch0000573600Seed1_stretchCount0_sigma2.5.tif,-0.0666353991278242
NoStretch0000578400Seed1_stretchCount0_sigma2.5.tif,-0.0896741472664728
NoStretch0000583200Seed1_stretchCount0_sigma2.5.tif,-0.141575256208742
NoStretch0000588000Seed1_stretchCount0_sigma2.5.tif,-0.0552683018359147
NoStretch0000592800Seed1_stretchCount0_sigma2.5.tif,-0.0725381428771981
NoStretch0000597600Seed1_stretchCount0_sigma2.5.tif,-0.179081218276748
