file_name,median_angle,std_angle
NoStretch0000300000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000304800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000309600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000314400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000319200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000324000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000328800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000333600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000338400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000343200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000348000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000352800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000357600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000362400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000367200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000372000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000376800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000381600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000386400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000391200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000396000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000400800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000405600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000410400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000415200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000420000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000424800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000429600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000434400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000439200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000444000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000448800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000453600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000458400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000463200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000468000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000472800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000477600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000482400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000487200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000489600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000494400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000499200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000504000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000508800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000513600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000518400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000523200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000528000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000532800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000537600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000542400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000547200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000552000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000556800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000561600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000566400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000571200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000576000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000580800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000585600Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000590400Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000595200Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000600000Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000604800Seed1_stretchCount0_sigma2.5.tif,NaN,NaN
NoStretch0000609600Seed1_stretchCount0_sigma2.5.tif,0.390770361255665,42.6688544766404
NoStretch0000614400Seed1_stretchCount0_sigma2.5.tif,0.0383093780901672,44.2002109687047
NoStretch0000619200Seed1_stretchCount0_sigma2.5.tif,0.326757094668283,47.8226099066474
NoStretch0000624000Seed1_stretchCount0_sigma2.5.tif,0.341516003792965,50.4381682597127
NoStretch0000628800Seed1_stretchCount0_sigma2.5.tif,0.413103164044903,42.3573946043892
NoStretch0000633600Seed1_stretchCount0_sigma2.5.tif,0.460817910746026,41.5870527080075
NoStretch0000638400Seed1_stretchCount0_sigma2.5.tif,0.179891862502665,39.0404201841341
NoStretch0000643200Seed1_stretchCount0_sigma2.5.tif,0.332807761308821,40.3376876836758
NoStretch0000648000Seed1_stretchCount0_sigma2.5.tif,0.395734565370232,36.3434639648619
NoStretch0000652800Seed1_stretchCount0_sigma2.5.tif,0.243516609107014,39.8544094820209
NoStretch0000657600Seed1_stretchCount0_sigma2.5.tif,0.393924889806844,42.4176522117118
NoStretch0000662400Seed1_stretchCount0_sigma2.5.tif,0.378122904960621,36.7585773567968
NoStretch0000667200Seed1_stretchCount0_sigma2.5.tif,0.349748583927652,39.8558700687993
NoStretch0000672000Seed1_stretchCount0_sigma2.5.tif,0.446205067690746,38.7504500360808
NoStretch0000676800Seed1_stretchCount0_sigma2.5.tif,0.34630436436813,44.309875950401
NoStretch0000681600Seed1_stretchCount0_sigma2.5.tif,0.542138905505841,47.3025753215192
NoStretch0000686400Seed1_stretchCount0_sigma2.5.tif,0.335393224788079,53.5938693338029
NoStretch0000691200Seed1_stretchCount0_sigma2.5.tif,0.231836665039421,45.4003155445482
NoStretch0000696000Seed1_stretchCount0_sigma2.5.tif,0.556835440283978,37.3115168701782
NoStretch0000703200Seed1_stretchCount0_sigma2.5.tif,0.372874113302846,48.8041704696952
NoStretch0000708000Seed1_stretchCount0_sigma2.5.tif,0.280426578511291,44.8747057696286
NoStretch0000712800Seed1_stretchCount0_sigma2.5.tif,0.539745742121837,44.2563773238581
NoStretch0000717600Seed1_stretchCount0_sigma2.5.tif,0.266265810247361,46.4027181368336
NoStretch0000722400Seed1_stretchCount0_sigma2.5.tif,0.29941659855793,50.9276259706393
NoStretch0000727200Seed1_stretchCount0_sigma2.5.tif,0.335129099673955,42.8977484592135
NoStretch0000732000Seed1_stretchCount0_sigma2.5.tif,0.44459012743573,39.6891425421516
NoStretch0000736800Seed1_stretchCount0_sigma2.5.tif,0.398600506647371,39.7142864129416
NoStretch0000741600Seed1_stretchCount0_sigma2.5.tif,0.384217656621963,44.6255861118518
NoStretch0000746400Seed1_stretchCount0_sigma2.5.tif,0.222210732501483,45.7696904116775
NoStretch0000751200Seed1_stretchCount0_sigma2.5.tif,0.183713285325856,43.7185801949286
NoStretch0000756000Seed1_stretchCount0_sigma2.5.tif,0.228798657200197,47.4801781818841
NoStretch0000760800Seed1_stretchCount0_sigma2.5.tif,0.464867131145008,42.8593584218271
NoStretch0000765600Seed1_stretchCount0_sigma2.5.tif,0.511816624206178,42.9020357211097
NoStretch0000770400Seed1_stretchCount0_sigma2.5.tif,0.452948150894715,46.9568978683716
NoStretch0000775200Seed1_stretchCount0_sigma2.5.tif,0.252665674168374,44.7212796003375
NoStretch0000780000Seed1_stretchCount0_sigma2.5.tif,0.262816251045213,50.8007917920221
NoStretch0000784800Seed1_stretchCount0_sigma2.5.tif,0.300720376355792,41.2993636531902
NoStretch0000789600Seed1_stretchCount0_sigma2.5.tif,0.27551432063904,43.9058330124426
NoStretch0000794400Seed1_stretchCount0_sigma2.5.tif,0.296302788963675,45.6543322908902
NoStretch0000799200Seed1_stretchCount0_sigma2.5.tif,0.600203110060739,38.7168681854496
NoStretch0000804000Seed1_stretchCount0_sigma2.5.tif,0.441542916708436,46.1514594264134
NoStretch0000808800Seed1_stretchCount0_sigma2.5.tif,0.418964265645372,37.7394592371049
NoStretch0000813600Seed1_stretchCount0_sigma2.5.tif,0.487634805199718,48.5448945781736
NoStretch0000818400Seed1_stretchCount0_sigma2.5.tif,0.4604273594266,38.6035111271715
NoStretch0000823200Seed1_stretchCount0_sigma2.5.tif,0.39876007298463,48.5968622622311
NoStretch0000828000Seed1_stretchCount0_sigma2.5.tif,0.501176556341659,49.9082586825791
NoStretch0000832800Seed1_stretchCount0_sigma2.5.tif,0.193580937835512,39.5072326205693
NoStretch0000837600Seed1_stretchCount0_sigma2.5.tif,0.172401274382026,54.6650220474084
NoStretch0000842400Seed1_stretchCount0_sigma2.5.tif,0.424071988826402,55.8104348839258
NoStretch0000847200Seed1_stretchCount0_sigma2.5.tif,0.332493992035607,53.011041645734
NoStretch0000852000Seed1_stretchCount0_sigma2.5.tif,0.43260133378646,43.6586513039844
NoStretch0000856800Seed1_stretchCount0_sigma2.5.tif,0.203827872709838,49.0395891597825
NoStretch0000861600Seed1_stretchCount0_sigma2.5.tif,0.220877624490845,40.3229715535651
NoStretch0000866400Seed1_stretchCount0_sigma2.5.tif,0.347648882883028,52.1976973388305
NoStretch0000871200Seed1_stretchCount0_sigma2.5.tif,0.371739522579072,46.6566593836426
NoStretch0000876000Seed1_stretchCount0_sigma2.5.tif,0.508801400130708,43.1079016413462
NoStretch0000880800Seed1_stretchCount0_sigma2.5.tif,0.34450476059834,51.5495291124197
NoStretch0000885600Seed1_stretchCount0_sigma2.5.tif,0.237866289574875,48.2749200054167
NoStretch0000890400Seed1_stretchCount0_sigma2.5.tif,0.164347556063652,49.0799265772203
NoStretch0000895200Seed1_stretchCount0_sigma2.5.tif,0.260481572960557,39.7301958983274
NoStretch0000900000Seed1_stretchCount0_sigma2.5.tif,0.276496134830644,50.2267648532288
NoStretch0000904800Seed1_stretchCount0_sigma2.5.tif,0.291750824171266,48.7348609932052
NoStretch0000909600Seed1_stretchCount0_sigma2.5.tif,0.267618429539122,46.2757080203985
NoStretch0000914400Seed1_stretchCount0_sigma2.5.tif,0.323345021792186,46.8196726525793
NoStretch0000919200Seed1_stretchCount0_sigma2.5.tif,0.221984784342256,46.5662952420789
NoStretch0000924000Seed1_stretchCount0_sigma2.5.tif,0.297832015938136,46.2502730376566
