Time Avstress
0 -0.09948307694820055
110 -0.04469952888342673
220 -0.05090938020516702
330 -0.030012343068983892
440 -0.0443585826708232
550 -0.043314316852890146
660 -0.026664156439488166
770 -0.02700635555509018
880 -0.05353990185216869
990 -0.0517818902249582
1100 -0.06304928398083189
1210 -0.05027110959836838
1320 -0.028723081669703093
1430 -0.05601566312216419
1540 -0.05268340669753777
1650 -0.04494679422048579
1760 -0.053028767448828285
1870 -0.07883393050811213
1980 -0.027627338471026393
2090 -0.060271105550689145
2200 -0.05376920663074476
2310 -0.06415265734619421
2420 -0.028286863831375866
2530 -0.04298740181458011
2640 -0.060913487838828606
2750 -0.045297841431152425
2860 -0.04360583557911683
2970 -0.056414044349840535
3080 -0.060811442644338506
3190 -0.05726978944039191
3300 -0.053656097250516975
3410 -0.0390762297612807
3520 -0.04102216506791763
3630 -0.0488194212530607
3740 -0.03791631021932999
3850 -0.054865226481544974
3960 -0.045026078012182356
4070 -0.04369228054388857
4180 -0.055717187263926986
4290 -0.04783676209854697
4400 -0.05832275593670091
4510 -0.04106964122649305
4620 -0.007153576770005498
4730 -0.06475150258612607
4840 -0.058830509177791444
4950 -0.06150017762759195
5060 -0.045230077865762115
5170 -0.06606143997743023
5280 -0.07118338709563721
5390 -0.037682180139628985
5500 -0.04574561687254212
5610 -0.029496002975672744
5720 -0.038867964766294845
5830 -0.05317534712283935
5940 -0.04744743897788468
6050 -0.051406352709076966
6160 -0.06430619538632186
6270 -0.044174820087831634
6380 -0.04466828484014001
6490 -0.0772955507210169
6600 -0.06084626836279755
6710 -0.01940559108602768
6820 -0.04457497891027215
6930 -0.03419154089307886
7040 -0.04099461105356128
7150 -0.014049871036424447
7260 -0.0288476275243197
7370 -0.03962800358282022
7480 -0.04731310408985613
7590 -0.033624017603355996
7700 -0.05492206264972978
7810 -0.0506610838855578
7920 -0.028954760603747427
8030 -0.04757534132590551
8140 -0.050452467448493764
8250 -0.04949019934468204
8360 -0.04585326070602093
8470 -0.04639699054258697
8580 -0.05363964827793403
8690 -0.07619088556854729
8800 -0.012646320158588284
8910 -0.04657652655000241
9020 -0.039766874196978205
9130 -0.04037484689439429
9240 -0.0490854848251413
9350 -0.013691034467757587
9460 -0.06319255311535414
9570 -0.05412265913678466
9680 -0.062475362409391555
9790 -0.05125275156187741
9900 -0.062384863641432614
10010 -0.02890468425104295
10120 -0.034379281342762025
10230 -0.04649031935959893
10340 -0.05619242712887796
10450 -0.06725832037469023
10560 -0.07070238448670413
10670 -0.043768627012108416
10780 -0.053639211117202455
10890 -0.05388867760921617
11000 -0.043534914805699106
11110 -0.050975729772148114
11220 -0.059333708745318126
11330 -0.04513891905647618
11440 -0.05091610203668901
11550 -0.03519147764422148
11660 -0.041046297570078126
11770 -0.015178105986734086
11880 -0.05752279972726804
11990 -0.041669426429950654
12100 -0.053065989906663134
12210 -0.0380345220083589
12320 -0.06017115223278002
12430 -0.047186020599231285
12540 -0.0471771830636333
12650 0.0071843491736915035
12760 -0.052495926798421105
12870 -0.015708451274731933
12980 -0.009667401560278614
13090 -0.02211809459332787
13200 -0.06188394368273437
13310 -0.04076009037034513
13420 -0.06038002039196164
13530 -0.028356223632232513
13640 -0.03416752926345213
13750 -0.04093446384671216
13860 -0.07121554461611096
13970 -0.03434621965693834
14080 -0.04698601491019676
14190 -0.027013308538505337
14300 -0.021569606167447596
14410 -0.06424612888302308
14520 -0.07076114254497862
14630 -0.015309909520171971
14740 -0.03563426143935314
14850 -0.011126547014421633
14960 -0.02171324773433449
15070 -0.03197553031852591
15180 -0.06362193119065698
15290 -0.08057166993459716
15400 -0.03936087893457048
15510 -0.03141740098153051
15620 -0.03273617838430154
15730 -0.049590383281803145
15840 -0.04887064222904144
15950 -0.04514951120790332
16060 -0.03877669124881912
16170 -0.03868683675931616
16280 -0.01745519729144901
16390 -0.020759573164451678
16500 -0.07125348601394531
16610 -0.010891676751648776
16720 -0.0624399430233142
16830 0.003642360596374936
16940 -0.044702685794660815
17050 -0.017386434082577805
17160 -0.04041941681107349
17270 -0.02447427848929125
17380 -0.02298030899891252
17490 -0.04650373021496415
17600 -0.044000390207610755
17710 -0.028291966500860178
17820 -0.031517405694692
17930 -0.011330966897989535
18040 -0.05256459912695988
18150 -0.0469646534679321
18260 -0.044960031393741155
18370 -0.001249930477069975
18480 -0.005766407407434687
18590 -0.03402083036203607
18700 -0.0164713135268578
18810 -0.011268702208608315
18920 -0.03660883133549157
19030 -0.016070337789816327
19140 -0.04222388665433819
19250 0.004570200422225052
19360 -0.0638211222544086
19470 -0.013437714831143921
19580 -0.036361273010341116
19690 -0.01697818274803321
19800 -0.02788369284182774
19910 -0.05704675847913275
20020 -0.026521639566643038
20130 0.005005419470877941
20240 -0.02560216708977077
20350 0.015494308480066084
20460 -0.020732091682867635
20570 -0.03828478905653437
20680 -0.03758176834689252
20790 -0.018072833473780383
20900 -0.02413432020906266
21010 -0.034343861151086355
21120 -0.006908337011586018
21230 -0.03735691599689316
21340 -0.016483237677487623
21450 -0.023267631458340567
21560 -0.052444374158977146
21670 -0.012305346811795187
21780 -0.045797633661730966
21890 -0.016189236031060154
22000 -0.04611525392119566
22110 -0.06508000346163596
22220 -0.029498761032978715
22330 -0.00909709799661852
22440 0.0048775987577457085
22550 -0.013919990974191889
22660 -0.017949006774420812
22770 -0.01141549848499955
22880 -0.01785268101038082
22990 -0.012441087444462127
23100 -0.02820904103760031
23210 -0.01855510259247283
23320 -0.03909358844467689
23430 -0.03099734818680411
23540 -0.04707329984329572
23650 -0.0053169489966077834
23760 -0.016472176646247588
23870 0.0009975970426234486
23980 -0.006241240278465101
24090 -0.008458960532576342
24200 -0.006666992410162375
24310 -0.009451684588350212
24420 -0.004552678971636767
24530 -0.02760048745037423
24640 -0.026965907909370018
24750 -0.024172849907181552
24860 0.001385698269296232
24970 -0.03818812112581002
25080 -0.014188085129446679
25190 0.0177893358263143
25300 -0.0352022922238643
25410 -0.05854374348323785
25520 -0.008918734189316536
25630 -0.0024458163373881174
25740 -0.02567826491630948
25850 -0.028089149038414352
25960 -0.030728975740387892
26070 -0.035452220366512986
26180 -0.018535631519499746
26290 -0.01253713380330184
26400 0.0026535463512503375
26510 -0.01302089899991969
26620 -0.008890327101452515
26730 -0.005961557503863152
26840 -0.017890318034987304
26950 0.008800719821215648
27060 -0.025840578829456017
27170 -0.033818878370505887
27280 -0.03888836603392233
27390 -0.021107049214136767
27500 -0.03559597032011735
27500 -0.03559597032011735
27610 -0.017270085249735726
27720 -0.03417170457888808
27830 -0.01544429712932163
27940 -0.03290931338503456
28050 0.004357604674769724
28160 -0.0250430237469819
28270 -0.014186282140691824
28380 -0.009439171054866946
28490 0.020537175973814943
28600 -0.014234821549727094
28710 -0.00018820745008270317
28820 -0.00021908676351558803
28930 -0.014630238040096274
29040 -0.04550842544614246
29150 -0.048048561819207976
29260 -0.007567474437146782
29370 -0.01286887177896335
29480 -0.033905780171116257
29590 -0.028490046716835617
29700 -0.032257858771558644
29810 -0.02027702301079781
29920 -0.02885469480547277
30030 0.03313994090110163
30140 -0.04113560015069139
30250 -0.007041374637657135
30360 -0.000896108591799738
30470 -0.010744445767390753
30580 -0.023597126843700005
30690 -0.025746207981712965
30800 -0.05172970751106337
30910 -0.018736194226674222
31020 -0.00443613898288905
31130 0.011871033747762234
31240 -0.02651643058428755
31350 0.0019068434070666153
31460 0.008611861658080215
31570 -0.03887108520309382
31680 -0.033318101602096514
31790 -0.037821788881652524
31900 -0.006250161242131865
32010 0.022218424018484118
32120 0.006934712930435442
32230 -0.012809310799286185
32340 -0.0005600870365825858
32450 -0.04540407486224006
32560 -0.013937008334627412
32670 -0.02127030049397714
32780 -0.01884136741160542
32890 -0.01747581808410124
33000 -0.012550499443476386
33110 -0.030155576915951967
33220 -0.0019443406235606512
33330 0.019452915575468268
33440 -0.013033727160922227
33550 -0.02160072048877588
33660 0.0014556121658739713
33770 -0.027503846810268937
33880 -0.047711230278151204
33990 -0.003994484640841628
34100 0.018955544076499003
34210 -0.029483361718246528
34320 -0.011334564091491382
34430 -0.007595879605422631
34540 -0.04154469852852382
34650 0.004942773549439766
34760 -0.04800317046802132
34870 -0.025406775476336164
34980 -0.019116256589930235
35090 -0.003787682211005064
35200 -0.013242791111367412
35310 -0.03800118833204636
35420 -0.016316325306739165
35530 -0.029557765845226017
35640 0.008628862666636525
35750 -0.008403312259875258
35860 0.00034320311811574075
35970 -0.006583556999664641
36080 -0.0176326469029919
36190 -0.003552283018043676
36300 0.013710870739273356
36410 -0.008699876216388246
36520 -0.023941893806231834
36630 -0.01849355046645962
36740 -0.011542943356036249
36850 -0.006178476958615065
36960 -0.04036663041921521
37070 0.019834012452123198
37180 0.004374687814696019
37290 -0.0029794453346799125
37400 -0.02333572680681504
37510 -0.0032106184067450328
37620 -0.024890642858373523
37730 -0.04576687199054559
37840 -0.025697388593366288
37950 -0.007665057861010128
38060 -0.02057398074742573
38170 -0.03291517684842239
38280 -0.0021798162227600793
38390 -0.005731324147560925
38500 0.02162379520554366
38610 -0.01793634428997283
38720 -0.004456736257942644
38830 -0.006301616742849151
38940 0.005873874597449669
39050 -0.010952872962301198
39160 -0.012595709174780865
39270 -0.0011884163422503536
39380 0.012254479060678836
39490 -0.008177359917521975
39600 -0.03372335816541699
39710 -0.020363767532702384
39820 -0.009780975933217141
39930 -0.0035131348908550666
40040 -0.029033431331222673
40150 0.01591976110477212
40260 0.011788987332302197
40370 0.0008056892187937017
40480 -0.01351830537200815
40590 -0.017541686376667472
40700 -0.02322104097440522
40810 -0.01373505817728657
40920 0.0026264730319022797
41030 -0.027375654935287423
41140 0.004447515669982221
41250 -0.032494816060239844
41360 -0.024154569722191682
41470 0.006093967865657166
41580 0.0035098703076409466
41690 -0.03285984764391252
41800 -0.020042680320997302
41910 -0.05155163034448801
42020 -0.035980225069519034
42130 -0.029051099080846354
42240 0.011075430534413242
42350 -0.0219491712477228
42460 -0.0033126631412843848
42570 -0.004149173061186214
42680 0.0045330803771366545
42790 -0.0035711283769685733
42900 -0.03550763811125659
43010 -0.03148306217786619
43120 0.023985465673360823
43230 0.02141436177110211
43340 -0.029188081870273115
43450 0.002389653360928691
43560 0.006267478743972448
43670 -0.025421770814101883
43780 -0.02878960192615194
43890 0.003771631929210391
44000 -0.012118691482393631
44110 -0.017399067890566486
44220 -0.01060270609694745
44330 -0.04255325136611577
44440 -0.01922644653080488
44550 -0.032750263833029675
44660 0.007560039299468798
44770 -0.032941360879682836
44880 -0.005678007753153581
44990 0.021368874654055108
45100 1.684505132718493e-05
45210 0.0038057801828280608
45320 0.003873155924558417
45430 -0.01200987957012209
45540 0.03514898313064284
45650 -0.029022943431880787
45760 0.00038174894166195827
45870 0.0066469879785933965
45980 0.001967619106297727
46090 0.0053566783391964376
46200 -0.026144670569799865
46310 -0.0027490263846748648
46420 -0.011412489943553402
46530 -0.03814890990466982
46640 0.006684459455226418
46750 -0.020836889479568865
46860 0.04111028107955167
46970 -0.009875745489775253
47080 -0.03097090028341226
47190 -0.011904520302697097
47300 -0.02141358313187934
47410 0.01606301265743811
47520 -0.005268403533871592
47630 0.03440221280918692
47740 0.020840100857406924
47850 -0.0026687620426267683
47960 -0.006563150892818447
48070 0.009341868347181053
48180 -0.01155869422438172
48290 -0.021065425301256428
48400 -0.006660537286485372
48510 -0.027345259394543305
48620 -0.0003758223868779
48730 -0.013174508533266493
48840 -0.020515088056469746
48950 0.03283178209013616
49060 0.016263569463580728
49170 0.029071952666559604
49280 -0.0013900167385281009
49390 -0.022585575140321338
49500 0.006059046936748328
49610 0.00037963808934102526
49720 -0.03397491131115001
49830 -0.016361156389825906
49940 -0.002296020095470068
50050 -0.011102747150910398
50160 0.008232290226500192
50270 -0.015771393305123265
50380 -0.021458529819399916
50490 -0.04712397903828849
50600 0.017960349537068224
50710 -0.026405060884888115
50820 -0.005593207688406845
50930 0.0010471950558051874
51040 0.007697237012274531
51150 0.018732766997421872
51260 0.02143642531261349
51370 -0.0019201865836725824
51480 -0.019525121369363588
51590 -0.029454540348562402
51700 -0.007226495183150962
51810 0.0038585424013889854
51920 -0.004874209167549077
52030 0.004856971184803562
52140 -0.023033657234696664
52250 -0.00845301004363712
