Time Avstress stdstress 
0 -0.09960851379635255 0.0006174730163645043
124 -0.04302602753048714 0.021394685467955005
248 -0.040065234542582776 0.012598488114705217
372 -0.03207471329119117 0.021539319383506953
496 -0.0545816564130794 0.019931826370140914
620 -0.0532357083834944 0.017489851023346475
744 -0.03995128365700414 0.00966158135333976
868 -0.03063520713851849 0.027794782803969437
992 -0.05532809314226035 0.027759351884737334
1116 -0.0534097198924855 0.01820704321703934
1240 -0.052291245372603004 0.007018835950262858
1364 -0.047813168999542854 0.023567684691389815
1488 -0.0435239963489168 0.01539149542709529
1612 -0.03547387604067695 0.009152768403634945
1736 -0.05318210535449347 0.006919869933340393
1860 -0.05100598912887545 0.009285029168269147
1984 -0.06935252487615541 0.004608755836641631
2108 -0.04222375346453605 0.020465789260379813
2232 -0.061122378876088165 0.005177793737643578
2356 -0.04917245787185594 0.015817723606563937
2480 -0.031925817015231006 0.010459282779352704
2604 -0.034855944802878805 0.012853840774693497
2728 -0.046230144731221584 0.011223675704742475
2852 -0.0426509372565706 0.01274258253888317
2976 -0.05329024628856489 0.010431055897837119
3100 -0.05125781712648251 0.025767386170759615
3224 -0.04823927300753084 0.021004075262423035
3348 -0.03678413059948742 0.024615745740312053
3472 -0.0591472504283889 0.022375399858896756
3596 -0.04438874099952016 0.013039850241601444
3720 -0.06039811909490133 0.014424184591397401
3844 -0.05572280522324505 0.011214153210074278
3968 -0.037908036416090855 0.013154423554018222
4092 -0.046298224650649596 0.005464455138698921
4216 -0.049978336021472794 0.012964222157901852
4340 -0.04120833381600505 0.012676470695569066
4464 -0.04890002978826061 0.009561144180897247
4588 -0.05322436282533902 0.01849435885357932
4712 -0.039160599393623464 0.008975209986884992
4836 -0.05117702655310831 0.030120163420024278
4960 -0.05106168363295342 0.015197156249520428
5084 -0.04996233339521316 0.010973589155542748
5208 -0.039764194074140564 0.008245437456389454
5332 -0.0439276721972293 0.007129563812584068
5456 -0.04206163034178195 0.013577247107289142
5580 -0.06135443540003187 0.01384236082195873
5704 -0.04158272155048023 0.015881037839405216
5828 -0.05814237709528189 0.024128654254442813
5952 -0.05648504785580234 0.017245665890668106
6076 -0.05676932490716924 0.013475511210345492
6200 -0.04048059594032618 0.021446792774920197
6324 -0.0551983674451796 0.009146224523388063
6448 -0.04362307611191257 0.021888899020704785
6572 -0.034390088340286167 0.014495654596871882
6696 -0.03247704772214864 0.02396866142953943
6820 -0.05251416808597772 0.01554729264642436
6944 -0.05188367774282615 0.007592328097790343
7068 -0.061401751887505025 0.009197178221565246
7192 -0.047026070394261495 0.024709122532541018
7316 -0.04034432556310812 0.025020906913635267
7440 -0.04047119361684424 0.024322448058156032
7564 -0.04650629303767056 0.018675206709561003
7688 -0.0604316997510968 0.02008848880444975
7812 -0.053482542862293765 0.018469899035730562
7936 -0.04730332012691159 0.021015367286313407
8060 -0.06202630697350936 0.011496325711205674
8184 -0.04027041068859031 0.015855660412166003
8308 -0.04457848239941991 0.01811356327466591
8432 -0.049564842932373364 0.019902341569471592
8556 -0.05561430271736802 0.02497802122739082
8680 -0.056030390983247295 0.01917413853679467
8804 -0.05606756790418767 0.007896008086769062
8928 -0.07324410965280811 0.016354054826003862
9052 -0.0648855374356471 0.014716401952570271
9176 -0.04215597167361172 0.007544419518562085
9300 -0.0502084794939694 0.014113294749991762
9424 -0.06108954803154118 0.015206147243247847
9548 -0.056532186293426955 0.01041903673708668
9672 -0.043775634892205345 0.011154868153109624
9796 -0.05850978027877103 0.015060695216483047
9920 -0.05143788085879836 0.017630594110517112
10044 -0.04931931907538605 0.020352284000248595
10168 -0.0553835657119049 0.017783712679543238
10292 -0.03993129149794579 0.019245228290068063
10416 -0.04211629565011237 0.009474225374022522
10540 -0.052486265757836284 0.010329504432789387
10664 -0.04472320527502107 0.027414426341741023
10788 -0.051364726808143614 0.025070281839353514
10912 -0.05117883481678273 0.015503090283987525
11036 -0.053032084206763086 0.014533307433588185
11160 -0.04263285437786095 0.008863225031560258
11284 -0.04678793558009873 0.011884373009353471
11408 -0.048512966613265276 0.013043110277912084
11532 -0.04633702616951196 0.02114528451409258
11656 -0.043544547297226496 0.016671166753859077
11780 -0.04833436672239561 0.014227682557891528
11904 -0.04351667837151951 0.015257213253923575
12028 -0.049993221555974084 0.007940482783792535
12152 -0.04403065144724377 0.009200893042716627
12276 -0.048174580548665344 0.015381456048985746
12400 -0.04360333648788628 0.01530810958323978
12524 -0.04608993915958992 0.014657187059311868
12648 -0.05265252101251855 0.028897714952478424
12772 -0.041992612716764625 0.02108804983398677
12896 -0.051192582605222706 0.026364825081819063
13020 -0.04861891574922125 0.02109365674951828
13144 -0.03869683813869598 0.014530269155601436
13268 -0.050367866779884446 0.01490059622636412
13392 -0.04260903508922582 0.016334668950064926
13516 -0.04140012047675984 0.016474904346313393
13640 -0.03180105925699544 0.010555109346294118
13764 -0.04041318380624174 0.010282574024859641
13888 -0.04279126192182821 0.025955765177553804
14012 -0.029897485009919168 0.013737833021229485
14136 -0.05412890517204408 0.011454920026963392
14260 -0.05483594039975764 0.017959634410134165
14384 -0.02778268491054263 0.00522561802881865
14508 -0.03789798327370281 0.014494739589322953
14632 -0.0512173504307554 0.01423898014164875
14756 -0.043649666991537134 0.009538696480003184
14880 -0.02902356878263625 0.013814977050490982
15004 -0.031247395087351693 0.019862554566900285
15128 -0.03313830041622966 0.007746796140619045
15252 -0.048161600010467986 0.016757629542613315
15376 -0.04675147074252845 0.010953938987976622
15500 -0.04448315037051888 0.02516848751291671
15500 -0.04448315037051884 0.025168487512916667
15624 -0.04520742490312565 0.014424491202449955
15748 -0.03586185117536198 0.008327376550802486
15872 -0.040411210373007274 0.019202526258438043
15996 -0.027829982104736403 0.012353194974374947
16120 -0.04804263996801029 0.011253619948079106
16244 -0.03483758865685892 0.015010806463233897
16368 -0.04156209699474968 0.010051763946277095
16492 -0.040415934152980906 0.008661254458593106
16616 -0.03914686205791699 0.010259688370224234
16740 -0.02096883254273676 0.01623311179450597
16864 -0.027250507730643806 0.010413372911030965
16988 -0.036063829456309454 0.014224355903677667
17112 -0.03467361292688009 0.01874671832600084
17236 -0.02213491425195174 0.006335799528093621
17360 -0.024829489344358274 0.011035873789732796
17484 -0.026490003845238204 0.017618486085558983
17608 -0.04529691157246894 0.020513564867083677
17732 -0.02204760761979971 0.02456120397869737
17856 -0.026288600825501173 0.019933638814139676
17980 -0.037236183988060126 0.007598419890748458
18104 -0.03667077279575554 0.01805493185060978
18228 -0.04661413657562368 0.028073046907238476
18352 -0.03487100928937291 0.019044666434246644
18476 -0.024026022531497857 0.012023739354319052
18600 -0.02810706049161126 0.01119701439133204
18724 -0.04571154381093078 0.01702600700500042
18848 -0.04228442390424758 0.012361854201559478
18972 -0.012407546694267396 0.008851898920242086
19096 -0.04684737657816982 0.008550241095154208
19220 -0.02708079312841914 0.021750179094065368
19344 -0.03168400737522311 0.014020316119497639
19468 -0.0028643113239863907 0.023398296941745403
19592 -0.0367814771583766 0.014249241215723856
19716 -0.019272321244078038 0.02533768090817882
19840 -0.028500559919898468 0.0106312119806865
19964 -0.03246051936860616 0.008628561604832887
20088 -0.02796513810640918 0.01344704633637758
20212 -0.04475812858535938 0.01471111069768125
20336 -0.034656811459992054 0.007788565437338461
20460 -0.018609461435098496 0.00883597574191409
20584 -0.03120876374106494 0.02255954232288386
20708 -0.028436975306014616 0.010796129134292811
20832 -0.028835328102191072 0.018068852245090097
20956 -0.026695850675411296 0.007559195041133618
21080 -0.04366117105129255 0.018794192131308386
21204 -0.035027652343422054 0.015976120233277047
21328 -0.026962563131349156 0.021458331370484137
21452 -0.03583562096859478 0.008911121804136269
21576 -0.033819681412408084 0.008296493692492293
21700 -0.03378357349568053 0.02241551364649449
21824 -0.018771164554730466 0.012470835067794808
21948 -0.03245419152131454 0.01084858034088051
22072 -0.024318390638082495 0.007353618376126213
22196 -0.023534907586818397 0.014022676413378682
22320 -0.028976159488781895 0.008925684671686748
22444 -0.02875408578487439 0.008662751310099491
22568 -0.033138299690589006 0.014986087857681093
22692 -0.024384016912672543 0.023663815252711645
22816 -0.024626061868858268 0.015027496367942803
22940 -0.018837089608855953 0.016076504916166315
23064 -0.027453271032873972 0.017097166059896068
23188 -0.034737915410373375 0.013066336306273683
23312 -0.026560952612816876 0.011275081162703458
23436 -0.03586374959545824 0.02793806823437353
23560 -0.028062868574056942 0.009172992682452415
23684 -0.022612767138487658 0.014276374359192816
23808 -0.025738885379273553 0.008797253974299823
23932 -0.03517600242879841 0.008454104412964708
24056 -0.019876883120514496 0.017078374346866633
24180 -0.027767486989796437 0.016044377448315644
24304 -0.018215003772484157 0.015709556252257003
24428 -0.024440173763888608 0.011514516536317283
24552 -0.03539272163508799 0.015639755984043543
24676 -0.017715280778133242 0.016256488687698186
24800 -0.030645390163554553 0.01747309351108417
24924 -0.03365123380621112 0.021576444758850972
25048 -0.031737716630134166 0.017841784517938483
25172 -0.015268524307474307 0.018268404678475573
25296 -0.014433351251513777 0.017795668322908402
25420 -0.034122208307425565 0.01676824078719532
25544 -0.03698200541917338 0.016425719986573318
25668 -0.028416527397721752 0.015241437682699968
25792 -0.031170939344044836 0.012767291283907266
25916 -0.024070740933364088 0.01892318793247131
26040 -0.024162045114131756 0.017866911438271425
26164 -0.013729117035308177 0.018806951487074102
26288 -0.019877985595275174 0.012221438032317454
26412 -0.021955428614101907 0.0158460843974484
26536 -0.01281808597563224 0.020526969726987417
26660 -0.031321069473101947 0.007527567107472586
26784 -0.02968102177628791 0.004945295563824644
26908 -0.02407607972930338 0.007685229942554953
27032 -0.02541295324516272 0.016821092699570817
27156 -0.02003943427169341 0.01804914745319947
27280 -0.026685923547428436 0.01625487460363721
27404 -0.016237585973059406 0.008740154745506351
27528 -0.019035612691119277 0.021570649022122256
27652 -0.030592366731071373 0.01893059126865628
27776 -0.021394263091406688 0.013099864013272945
27900 -0.02478155044601244 0.0125314822005319
28024 -0.005427503623202273 0.010056087181535863
28148 -0.022350405744156213 0.006164179042969215
28272 -0.021738503028850893 0.01903578681479192
28396 -0.04390884311770746 0.01676829562716348
28520 -0.0225244952067383 0.0128580309121926
28644 -0.02170584050447254 0.020049434020358768
28768 -0.030341967278556838 0.008839202017255857
28892 -0.01313375871927977 0.00773739634447534
29016 -0.01817749372323939 0.017575172546995064
29140 -0.015093984204762514 0.02244696670295363
29264 -0.009981046404155881 0.006414850059507443
29388 -0.020379408080458784 0.021720960531876488
29512 -0.01205555175142381 0.007916148754215976
29636 -0.01904720735226126 0.01683584992695754
29760 -0.023879909962975263 0.01509396323173133
29884 -0.02207076860368535 0.025354486312748833
30008 -0.03176946427724816 0.025638914125240234
30132 -0.022167164667639933 0.008747266587706668
30256 -0.014191177381858211 0.024252327134003934
30380 -0.016938451348630663 0.011972426609472968
30504 -0.0223923382073075 0.017575036650910706
30628 -0.014575038400577042 0.011966359581855593
30752 -0.0321954800981233 0.020111962180681786
30876 -0.015082865465578878 0.011941977290476444
31000 -0.013524049395519482 0.015354240693545502
31000 -0.013524049395519482 0.015354240693545502
31124 -0.0316623141987923 0.015990402212592812
31248 -0.007206622418760256 0.0057144412742313735
31372 -0.0158103490446963 0.013213276837371037
31496 -0.005703862800560503 0.012138592987851663
31620 -0.031238165725071633 0.012385131011242964
31744 -0.013493208173031136 0.024361534470245565
31868 -0.02021028307011532 0.011073514510668214
31992 -0.018606885928875702 0.017187157644155873
32116 -0.017585280367189402 0.014779048776909838
32240 -0.022648672408565374 0.015259389396936343
32364 -0.013117120363516347 0.01694519209600767
32488 -0.021854721444507202 0.018882192012195775
32612 -0.022149084005348967 0.01696100522708161
32736 -0.03583840746303446 0.01813723418898568
32860 -0.016349783910362656 0.03985387802967023
32984 -0.013711259142372924 0.017587410915485557
33108 -0.02852413431246329 0.008487445471838854
33232 -0.018882939313868155 0.019949858382910527
33356 -0.025889747136123787 0.021226775477983188
33480 -0.0310572969806622 0.00398254519356882
33604 -0.02997294196693428 0.02034605725330298
33728 -0.0132071305636521 0.01250994334628081
33852 -0.028061921178489005 0.010768291299910884
33976 -0.036136601555830955 0.006823048454306692
34100 -0.026312295636015635 0.023513300447611823
34224 -0.016892316530641202 0.006946757869176388
34348 -0.011533773714096947 0.011615511711710689
34472 -0.01381126781684779 0.011274562306027611
34596 -0.023944887976286824 0.020642018514484526
34720 -0.011455893665092977 0.02452440668040533
34844 -0.01776570580475933 0.0131489938636427
34968 -0.02712451716420103 0.012827375272533949
35092 -0.006552104644728648 0.014967864042296617
35216 -0.025301722591131125 0.010814297635673757
35340 -0.010190782750119781 0.012952926898328677
35464 -0.011918377582841285 0.01167448330791213
35588 -0.010052078786860904 0.013525625385780506
35712 0.00023919791477894183 0.01584149958448974
35836 -0.019951095935774352 0.017901317966873012
35960 -0.005341653020289531 0.01686411339092116
36084 -0.01643560085361621 0.012472059061704692
36208 -0.007512648181256177 0.020476020050773057
36332 -0.015530297680368125 0.01042188049261413
36456 -0.032551286525990986 0.014515832213040624
36580 -0.010879919650760442 0.011957397768820799
36704 -0.0050222866868496864 0.01021416323989427
36828 -0.019352185630373137 0.012478406979283927
36952 -0.02268885363681341 0.011831114663977745
37076 -0.008544093679045406 0.008482009772896796
37200 -0.014258145930676449 0.020038015618708518
37324 -0.010502113146620265 0.0090279614018376
37448 -0.005784598812116638 0.01866399636862036
37572 -0.013292323792331572 0.005651074076536909
37696 -0.021874179781763464 0.008559665689347145
37820 -0.03093515320795827 0.006206676692183316
37944 -0.01755880176384712 0.00857690421723027
38068 -0.007646254166155987 0.01987094164437289
38192 -0.00584849235240431 0.008878144132864587
38316 -0.005245752525834208 0.014120572886220565
38440 -0.01729855956606116 0.006124040104877228
38564 -0.010056371432818186 0.009911716720828993
38688 -0.017985661789362072 0.008325869349150111
38812 -0.02072616918132109 0.016206330510148075
38936 -0.007690107156658591 0.025269080636760578
39060 -0.02017678534966994 0.022912484686791516
39184 -0.011433504981702066 0.018721415113158224
39308 -0.00530489629151643 0.017216890268393504
39432 -0.02522653015014282 0.01432298257025827
39556 -0.01230639289141542 0.014415983282716113
39680 -0.009346311198464916 0.020258713941911297
39804 -0.0005735615307616706 0.017183489020498263
39928 -0.01217393877998899 0.006977017598135337
40052 -0.003638738926871401 0.007419869782425526
40176 -0.01466716610060053 0.010998550202904201
40300 -0.009635849394226566 0.016775878537613986
40424 -0.016901475677328467 0.017716853911161557
40548 -0.013453014076145171 0.01977231703168699
40672 -0.012329956127843173 0.011460722569380358
40796 -0.019281787597782422 0.015554736113843016
40920 -0.009294708825071774 0.017475666117808243
41044 -0.012819229129121139 0.024730640909420353
41168 -0.01868899226340145 0.024504660217509033
41292 -0.019439357320000364 0.017023057714612568
41416 -0.010360029229360548 0.013829824493489374
41540 -0.005152380917468983 0.01715101355952221
41664 -0.019852818396360387 0.01610880098720289
41788 -0.011325579153525618 0.017811800993423773
41912 -0.004069892431850748 0.01603466643644126
42036 -0.005364211146748157 0.019315629262625415
42160 0.0032979872948144923 0.008019802537737255
42284 -0.013875477128833084 0.020619022585857114
42408 -0.004902395921401488 0.02195185373477808
42532 -0.01036053285187693 0.014449088183371546
42656 -0.010730819966844813 0.012799374626359291
42780 -0.007113756295339924 0.01485835326699874
42904 -0.015775711067971702 0.014931483793948779
43028 -0.016815013439017177 0.01221713152347573
43152 -0.014284333066683424 0.01851030458939011
43276 -0.011622939239987872 0.012638756670094746
43400 -0.01195417962554816 0.01652468147194094
43524 -0.013324078962513362 0.016347004214403663
43648 -0.01394278101939158 0.021641477190899424
43772 -0.015596438328966206 0.022953881405144018
43896 -0.02297350211797409 0.007617159059973933
44020 -0.012696141732222862 0.012442348637599998
44144 -0.014963862053737368 0.01895822446064038
44268 -0.008798526809116997 0.013544596657641106
44392 0.012596433610893035 0.013478855771805178
44516 -0.010941040937946556 0.020353069307487
44640 -0.022191549451216565 0.010918935246972246
44764 -0.024170785658453323 0.013836576902053957
44888 -0.0231867656836981 0.020461711906963186
45012 -0.026412197836409017 0.011326562371830206
45136 -0.018003406724053397 0.009585635197422834
45260 -0.022517208515160324 0.026951380271270496
45384 -0.017926637561222838 0.004581701358963837
45508 -0.012336412288276486 0.016767460172884656
45632 -0.016378574545047347 0.00910963207824206
